property,top_clfs,top_clfs_f1,top_select,top_select_f1,"('lr', '0')","('mlp', '50--300-mean')","('mlp', '50-50-300-mean')","('mlp', '100--300-mean')","('mlp', '100-100-300-mean')","select-seed-mean-('lr', '0')","select-seed-mean-('mlp', '50--300-mean')","select-seed-mean-('mlp', '50-50-300-mean')","select-seed-mean-('mlp', '100--300-mean')","select-seed-mean-('mlp', '100-100-300-mean')","select-rand-no-dist-mean-('lr', '0')","select-rand-no-dist-mean-('mlp', '50--300-mean')","select-rand-no-dist-mean-('mlp', '50-50-300-mean')","select-rand-no-dist-mean-('mlp', '100--300-mean')","select-rand-no-dist-mean-('mlp', '100-100-300-mean')","random-seed-mean-('lr', '0')","random-seed-max-('lr', '0')","random-seed-min-('lr', '0')","rand-no-dist-mean-('lr', '0')","rand-no-dist-max-('lr', '0')","rand-no-dist-min-('lr', '0')","random-vecs-('lr', '0')","random-seed-mean-('mlp', '50--300-mean')","random-seed-max-('mlp', '50--300-mean')","random-seed-min-('mlp', '50--300-mean')","rand-no-dist-mean-('mlp', '50--300-mean')","rand-no-dist-max-('mlp', '50--300-mean')","rand-no-dist-min-('mlp', '50--300-mean')","random-vecs-('mlp', '50--300-mean')","random-seed-mean-('mlp', '50-50-300-mean')","random-seed-max-('mlp', '50-50-300-mean')","random-seed-min-('mlp', '50-50-300-mean')","rand-no-dist-mean-('mlp', '50-50-300-mean')","rand-no-dist-max-('mlp', '50-50-300-mean')","rand-no-dist-min-('mlp', '50-50-300-mean')","random-vecs-('mlp', '50-50-300-mean')","random-seed-mean-('mlp', '100--300-mean')","random-seed-max-('mlp', '100--300-mean')","random-seed-min-('mlp', '100--300-mean')","rand-no-dist-mean-('mlp', '100--300-mean')","rand-no-dist-max-('mlp', '100--300-mean')","rand-no-dist-min-('mlp', '100--300-mean')","random-vecs-('mlp', '100--300-mean')","random-seed-mean-('mlp', '100-100-300-mean')","random-seed-max-('mlp', '100-100-300-mean')","random-seed-min-('mlp', '100-100-300-mean')","rand-no-dist-mean-('mlp', '100-100-300-mean')","rand-no-dist-max-('mlp', '100-100-300-mean')","rand-no-dist-min-('mlp', '100-100-300-mean')","random-vecs-('mlp', '100-100-300-mean')",top_select_rand,top_select_rand_f1,control-majority
square,"('lr', '0')",0.975442397977609,"('lr', '0')",0.2043887390169733,0.975442397977609,0.9383268896499652,0.9451860737072004,0.9331327791944232,0.9558003782451728,0.2043887390169733,0.13290534914779606,0.13897193614515158,0.1357607134058777,0.14735796914377508,0.9313303111929585,0.8971865626279951,0.9070279634232985,0.8942783907605693,0.9173575837655655,0.7710536589606357,0.8939870102660802,0.7188160676532769,0.04411208678465052,0.09302325581395347,0.008456659619450316,0.7603468899521533,0.8054215405021692,0.8673092665381528,0.7644625246664114,0.04114032702197008,0.07219850110425892,0.008456659619450316,0.7554970737739811,0.8062141375620488,0.8752406782034052,0.7675548680015878,0.03815811028390187,0.07021365097371902,0.008456659619450316,0.7572666836287201,0.7973720657885455,0.8570401089862534,0.7687516250918943,0.03885438843385389,0.07263167634150362,0.008456659619450316,0.7560064676986089,0.8084424091013978,0.882567833204979,0.7672173186117925,0.03844279447960731,0.06364489928917101,0.008456659619450316,0.7561394171421207,"('lr', '0')",0.9313303111929585,0.7304710793082886
ceiling-square,"('mlp', '50--300-mean')",0.9588164898376166,"('lr', '0')",0.17282070607040034,0.9490740740740742,0.9588164898376166,0.9512295322709176,0.9483520127838092,0.954107051758026,0.17282070607040034,0.16025754814531024,0.1464101806958671,0.15371387219166044,0.14937434323602838,0.9203265352747039,0.9251990141341994,0.9157717033256564,0.9179474689261644,0.9231323341470964,0.7762533680036738,0.84098051539912,0.7068543451652387,0.028747538799370344,0.07305358948432761,0.0,0.7603468899521533,0.7985589416923063,0.8333822929416564,0.7406371406371405,0.03361747570341721,0.07305358948432761,0.0,0.7527333677978956,0.8048193515750505,0.8441518049036366,0.7632943881903491,0.03545782894526113,0.07305358948432761,0.0,0.7553697951713961,0.7946381405921488,0.8335489822077907,0.7514832535885169,0.030404543857644805,0.07305358948432761,0.0,0.7565712558459113,0.8047327085219976,0.8473230944081532,0.7607685470843366,0.030974717610929597,0.07305358948432761,0.0,0.7560538120102968,"('mlp', '50--300-mean')",0.9251990141341994,0.7304710793082886
female,"('lr', '0')",0.9677935929228306,"('lr', '0')",0.22761032218339738,0.9677935929228306,0.9464687009265677,0.9507041970669168,0.9442871904329712,0.9517998975575936,0.22761032218339738,0.22041307519646447,0.21883197475482985,0.21349226513902297,0.21730743103185202,0.7673955888818573,0.7430926001911833,0.7491377692671076,0.7412776504643475,0.7499106027891247,0.7401832707394332,0.8620672208730307,0.6258377610810727,0.20039800404097327,0.2482211821772438,0.16391034707866384,0.5454424102698352,0.7260556257301032,0.812338001376698,0.6108891772343626,0.2033761007353844,0.24627784653921705,0.16309058468262208,0.5294533739137752,0.7318722223120869,0.8185115106257299,0.6166795131107432,0.20156642779980913,0.2413725414630245,0.16055848179457313,0.5255817478926079,0.7307949252939482,0.8166059055503012,0.6186993490759451,0.20300953996862364,0.24473282713044384,0.16244567751879962,0.5206825141785905,0.7344924665257416,0.8225815340440971,0.6221545318912793,0.20188929476846895,0.2464093779433517,0.15826317349851615,0.5208229919009257,"('lr', '0')",0.7673955888818573,0.4189551030574755
wings,"('lr', '0')",0.8909362445047434,"('lr', '0')",0.13998058559958582,0.8909362445047434,0.8481171896117938,0.8454837892807785,0.8437693635248372,0.8391729171802685,0.13998058559958582,0.09634806192909373,0.09453887945084172,0.09181827001962295,0.0792175190936747,0.6861393675965418,0.6409719383842001,0.6396859702431194,0.6390966754127012,0.635530411579624,0.7509556589051576,0.9245283018867924,0.637466307277628,0.20479687690820159,0.24517235655397554,0.16585810613122495,0.4888814884302229,0.7517691276827001,0.9072253491327642,0.5928844193937877,0.20714525122759375,0.2632046264824778,0.1582702452362821,0.5093709305995698,0.7509449098299368,0.9130363703984902,0.598482836420111,0.20579781903765917,0.26014343283308905,0.1615428606803489,0.4998508436160106,0.7519510935052143,0.9130228731343246,0.5882263695157526,0.20467268811213604,0.2546066171805372,0.15700560175379166,0.4859385350589813,0.7599553980865938,0.9187352396977304,0.5985035331118767,0.20364250560064456,0.2543914441047216,0.1615428606803489,0.5097756729167287,"('lr', '0')",0.6861393675965418,0.40918390543305294
ceiling-wings,"('mlp', '100-100-300-mean')",0.9233142890377032,"('mlp', '100--300-mean')",0.18360739318626262,0.9123654546995508,0.9190703536327643,0.9057634682786878,0.9212439715008688,0.9233142890377032,0.16496031687880286,0.1818450295124524,0.17032195895298663,0.18360739318626262,0.17800530697329375,0.7045096127978501,0.7062542985590231,0.6923290529449407,0.7084082746328659,0.7113666451426417,0.7474051378207479,0.9432312609547376,0.5874953755086941,0.2078558419017007,0.28224999829896097,0.16571681513860456,0.4739942136993487,0.7372253241203119,0.8812649442355015,0.5809476328100485,0.21281605507374124,0.29266432144520044,0.16708606881752508,0.5002745243023536,0.7354415093257012,0.892409785275178,0.5530761358763934,0.21343441533374707,0.2958995164374318,0.1695612318059418,0.5074767681169088,0.7376365783146062,0.8923703474585011,0.5693997111868835,0.2128356968680028,0.2967872034420443,0.16571681513860456,0.5073078996001913,0.7453089820644094,0.897876453217972,0.5676339026555934,0.21194764389506146,0.2898613421425213,0.1670860688175251,0.5141564661034553,"('mlp', '100-100-300-mean')",0.7113666451426417,0.40918390543305294
lay_eggs,"('mlp', '100-100-300-mean')",0.8904457286308464,"('mlp', '100-100-300-mean')",0.1196467879334504,0.8536398467432951,0.8694952019089951,0.8721104265876389,0.8768420298002875,0.8904457286308464,0.06744354874757252,0.09545118128238139,0.10128474754690264,0.10188147788948487,0.1196467879334504,0.7123448516209334,0.7128049710454984,0.7160017009746097,0.7221590387027417,0.7371938290942597,0.7861962979957225,0.9089514066496164,0.6752477864411259,0.1412949951223616,0.17379679144385027,0.11188811188811187,0.5247833955075774,0.7740440206266137,0.8766756902042345,0.6940441391609247,0.1566902308634967,0.2151227101072303,0.12051649928263987,0.5408224761480013,0.7708256790407363,0.8853502746257409,0.6680119030891701,0.15610872561302924,0.21214274889197496,0.1179439386335938,0.5335657514744901,0.7749605519108026,0.8912513849807902,0.6908140660889703,0.15468299109754585,0.21578068989833696,0.11491602526085284,0.5332193952155296,0.770798940697396,0.9027689910010652,0.6775439494070649,0.15325189953658672,0.20230475406946,0.11491602526085284,0.5338109559067177,"('mlp', '100-100-300-mean')",0.7371938290942597,0.4852130325814536
ceiling-lay_eggs,"('mlp', '50--300-mean')",0.9165015086754218,"('mlp', '100--300-mean')",0.14183960276665863,0.8989010989010991,0.9165015086754218,0.9023093623963191,0.9163093623963191,0.8924192525062091,0.09975225385559139,0.13846780075047604,0.12348254704242045,0.14183960276665863,0.10324882101957267,0.7370633966122051,0.7428463252307826,0.7298697343160094,0.7439449823066726,0.7230210860906063,0.7991488450455078,0.9417184265010352,0.7085921325051759,0.16183770228889408,0.2020425741355974,0.1087108013937282,0.4809946038170114,0.7780337079249457,0.8995682539682539,0.700599309868875,0.1736551834446392,0.23102128342904474,0.1276670038589787,0.5357713299304849,0.7788268153538986,0.8812410202193736,0.711295989214695,0.17243962808030963,0.22276584204723934,0.11954291708815705,0.5428581679894091,0.7744697596296605,0.8853079365079365,0.7137777777777777,0.17236438008964644,0.2244743905882487,0.12495897493537148,0.5325835790018366,0.7891704314866365,0.8836669688578601,0.7180632799361023,0.16939816641560274,0.2244743905882487,0.12225094601176427,0.5336427949328624,"('mlp', '100--300-mean')",0.7439449823066726,0.4852130325814536
used_in_cooking,"('mlp', '50-50-300-mean')",0.8718592306142037,"('mlp', '100--300-mean')",0.13357102377902208,0.8421232292200034,0.8656571698915029,0.8718592306142037,0.8639812995186104,0.8686753099219826,0.07568420013823962,0.12911590999420108,0.1296530531755411,0.13357102377902208,0.12621405175629585,0.720377553941736,0.7486805828759024,0.7554692523348726,0.7470813929629069,0.7533098733528117,0.7664390290817638,0.8387096774193549,0.6918766728719217,0.12174567527826738,0.139487441030218,0.09609650311737598,0.5625193499500974,0.7365412598973018,0.8152703020752678,0.660384931795178,0.11697658701560047,0.14284045617168628,0.08710219571699647,0.5531476305824727,0.7422061774386626,0.8054568822601699,0.6751167141113334,0.1163899782793311,0.14261087530539102,0.08260504201680673,0.5518051898440016,0.7304102757395883,0.8057299457088873,0.6640972537507617,0.11689990655570344,0.1468225069034142,0.08410409325020332,0.5519317150251175,0.7424612581656868,0.8157784906611196,0.6747266574646849,0.1153654365691709,0.14152426856652572,0.08860124695039306,0.5513970549626513,"('mlp', '50-50-300-mean')",0.7554692523348726,0.5060088551549652
ceiling-used_in_cooking,"('lr', '0')",0.9513489483481982,"('mlp', '100-100-300-mean')",0.17780289404955452,0.9513489483481982,0.9335858702616524,0.9269816884773444,0.9300847045515288,0.9498745623121178,0.16268443740355598,0.16670354495258688,0.16066885479195292,0.16732329699578585,0.17780289404955452,0.8343250145273751,0.8134270729081673,0.8070607935236681,0.8107697503051287,0.8320660654930099,0.7886645109446422,0.9021018320782284,0.7108999989978854,0.11702393382082313,0.16129032258064516,0.07199625993454885,0.5591350608686068,0.7668823253090655,0.8770599254100215,0.7116259046957479,0.12015879735348514,0.16268817204301075,0.07341567794011414,0.555257676922269,0.7663128336853915,0.8818277511674131,0.6978708500194465,0.1199208949536763,0.16408602150537635,0.07199625993454885,0.5519308485084254,0.762761407555743,0.8844568645605214,0.7052443484974018,0.11931495424640012,0.16198924731182798,0.07199625993454885,0.5506572159629084,0.7720716682625632,0.8949657334879237,0.6989340980904128,0.11780849681910792,0.16181451612903225,0.07199625993454885,0.5492907500794966,"('lr', '0')",0.8343250145273751,0.5060088551549652
wheels,"('mlp', '50--300-mean')",0.8643367319793731,"('mlp', '100--300-mean')",0.13284392152726632,0.8360556563823351,0.8643367319793731,0.8384862976157865,0.8632325923705201,0.8524122869184445,0.0687490649349034,0.1321393128267968,0.10184306140400645,0.13284392152726632,0.11303187417347638,0.7665230194260483,0.7952713718620084,0.7738244679055346,0.7965578534224284,0.7869685618696056,0.7673065914474317,0.8947368421052632,0.6655701754385964,0.06953263695628684,0.148395378690629,0.013495276653171392,0.6266223980697665,0.7321974191525763,0.8598146909924539,0.6639133894428003,0.06906536011736478,0.15090274237899395,0.01835357624831309,0.6310227929101039,0.7366432362117801,0.8525360705859624,0.6582803571254406,0.06466182971025194,0.14839537869062894,0.013495276653171392,0.6315717960559777,0.7303886708432538,0.862095829026225,0.651696690097425,0.06667473894809176,0.1448429685955434,0.020782726045883944,0.6341052811233594,0.7393804127449681,0.8521136201334883,0.6581235284060465,0.06544372504883894,0.14536549179890373,0.01835357624831309,0.6351686503466706,"('mlp', '100--300-mean')",0.7965578534224284,0.6251993620414672
